start_utc	end_utc	startdate	enddate	day	ndays	livetime	eff	efflivetime
976752000	976838400	2000-12-14	2000-12-15	348	1	86400.0	0.1	8640.0
976838400	976924800	2000-12-15	2000-12-16	349	1	86400.0	0.1	8640.0
976924800	977011200	2000-12-16	2000-12-17	350	1	86400.0	0.1	8640.0
977011200	977097600	2000-12-17	2000-12-18	351	1	86400.0	0.1	8640.0
977097600	977184000	2000-12-18	2000-12-19	352	1	86400.0	0.1	8640.0
977184000	977270400	2000-12-19	2000-12-20	353	1	86400.0	0.1	8640.0
977270400	977356800	2000-12-20	2000-12-21	354	1	86400.0	0.1	8640.0
977356800	977443200	2000-12-21	2000-12-22	355	1	86400.0	0.1	8640.0
977443200	977529600	2000-12-22	2000-12-23	356	1	86400.0	0.1	8640.0
977529600	977616000	2000-12-23	2000-12-24	357	1	86400.0	0.1	8640.0
977616000	977702400	2000-12-24	2000-12-25	358	1	86400.0	0.1	8640.0
977702400	977788800	2000-12-25	2000-12-26	359	1	86400.0	0.1	8640.0
977788800	977875200	2000-12-26	2000-12-27	360	1	86400.0	0.1	8640.0
977875200	977961600	2000-12-27	2000-12-28	361	1	86400.0	0.1	8640.0
977961600	978048000	2000-12-28	2000-12-29	362	1	86400.0	0.1	8640.0
978048000	978134400	2000-12-29	2000-12-30	363	1	86400.0	0.1	8640.0
